Soma_Surface,N_stems,N_bifs,N_branch,N_tips,Width,Height,Depth,Diameter,Length,Surface,Volume,EucDistance,PathDistance,Branch_Order,Branch_pathlength,Contraction,Fragmentation,Partition_asymmetry,Pk_classic,Bif_ampl_local,Bif_ampl_remote,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,Helix,Fractal_Dim,Branch_pathlength_terminal,Contraction_terminal,Branch_pathlength_internal,Contraction_internal
,,,,,404.13,810.19,312.12,2.604,4.06737,33.274,21.6614,153.47,169.396,1,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,2.762,5.05002,43.8194,30.2573,157.828,174.446,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.932,6.58996,60.7011,44.4939,162.91,181.036,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.804,5.89734,51.9498,36.4168,167.751,186.933,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.694,4.02933,34.102,22.9677,171.343,190.963,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.8,3.36739,29.6211,20.7348,174.665,194.33,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.182,3.73064,37.2936,29.667,178.115,198.061,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.374,1.85731,19.687,16.606,179.832,199.918,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,4.802,24.3296,367.035,440.626,24.3296,24.3296,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,4.53,4.43887,63.1715,71.5417,28.645,28.7685,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,4.258,4.44043,59.3992,63.2304,32.9932,33.2089,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.986,4.44829,55.7032,55.5083,37.3718,37.6572,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.714,4.4374,51.775,48.0731,41.7532,42.0946,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.344,4.2025,44.1493,36.9088,45.6734,46.2971,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.874,4.2402,38.2845,27.5074,49.2111,50.5373,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.63,4.50902,37.2553,24.4954,53.472,55.0464,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.684,4.68721,39.5227,26.5197,58.1534,59.7336,0,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,2.832,4.991,44.4049,31.4387,63.1352,64.7246,0,,,,,,,,,,,,-0.14,,,,,
,,,,,404.13,810.19,312.12,3.102,5.37413,52.3721,40.6146,68.5048,70.0987,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.468,5.22522,56.929,49.3574,73.7129,75.3239,0,,,,,,,,,,,,-0.08,,,,,
,,,,,404.13,810.19,312.12,3.55,4.90412,54.694,48.5409,78.5725,80.228,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.35,4.83063,50.8392,42.5778,83.1171,85.0587,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.214,4.7772,48.2357,38.7574,87.5068,89.8359,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.178,2.37287,23.6907,18.8222,89.6208,92.2087,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.828,2.84334,25.2615,17.8599,91.2975,95.0521,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.728,7.16927,61.4426,41.9038,96.1035,102.221,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.978,4.98065,46.5973,34.6917,99.3419,107.202,1,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,2.928,3.02314,27.8086,20.3559,102.314,110.225,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.956,4.85437,45.0803,33.3144,107.123,115.08,2,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,3.112,3.71981,36.3672,28.2937,110.829,118.799,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.176,3.91473,39.06,31.0136,114.727,122.714,2,,,,,,,,,,,,-0.04,,,,,
,,,,,404.13,810.19,312.12,3.152,4.18856,41.4763,32.6834,118.855,126.903,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.276,3.79095,39.0159,31.954,122.621,130.694,2,,,,,,,,,,,,-0.03,,,,,
,,,,,404.13,810.19,312.12,3.546,3.72705,41.5197,36.8072,126.051,134.421,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.672,3.24703,37.4575,34.386,128.694,137.668,2,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,3.656,3.11109,35.733,32.6599,130.565,140.779,2,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,3.538,2.83484,31.5091,27.8698,133.121,143.614,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.324,4.31302,45.0393,37.4277,136.381,147.927,2,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.074,4.6384,44.7943,34.4244,140.578,152.565,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.792,5.33175,46.7666,32.6431,145.684,157.897,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.762,4.28906,37.2165,25.698,149.74,162.186,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.76,4.50818,39.0895,26.9718,152.98,166.694,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.636,4.00835,33.1941,21.8749,156.074,170.702,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.724,3.62382,31.0116,21.1189,159.583,174.326,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.966,4.33296,40.3743,29.9376,163.897,178.659,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.07,4.21527,40.655,31.2027,167.919,182.874,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.948,3.90433,36.1596,26.6496,171.562,186.779,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.912,3.73205,34.142,24.8554,175.209,190.511,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.016,4.92765,46.6897,35.204,180.043,195.438,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.126,5.38353,52.8696,41.3176,185.388,200.822,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.198,5.53727,55.632,44.4777,190.651,206.359,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.18,5.5572,55.5179,44.1367,196.136,211.916,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.08,4.35451,42.1347,32.4438,200.113,216.271,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.056,4.17035,40.0383,30.5893,204.075,220.441,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.948,5.00768,46.3782,34.1808,209.067,225.449,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.806,4.83827,42.6509,29.9196,213.783,230.287,2,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,2.892,4.68217,42.5398,30.7563,217.828,234.969,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.048,4.77348,45.7088,34.8301,221.654,239.743,2,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,3.166,5.22592,51.9784,41.1409,226.531,244.969,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.254,4.67232,47.764,38.856,230.808,249.641,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.358,3.68681,38.8939,32.6515,233.829,253.328,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.482,4.04492,44.2475,38.5175,237.654,257.373,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.628,4.78066,54.4885,49.4211,242.276,262.154,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.742,5.15734,60.6289,56.7183,246.758,267.311,2,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.824,5.85735,70.3669,67.2708,251.154,273.168,2,,,,,,,,,,,,0.07,,,,,
,,,,,404.13,810.19,312.12,3.808,5.50913,65.9067,62.7432,254.915,278.677,2,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,3.694,5.45562,63.3127,58.4693,258.046,284.133,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.514,5.35762,59.1458,51.9595,261.93,289.491,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.266,5.87913,60.3225,49.2533,266.553,295.37,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.92,5.89895,54.1137,39.503,270.927,301.269,2,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,2.476,6.86865,53.4284,33.0722,275.114,308.137,2,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,1.04,8.35406,27.2949,7.09667,280.56,316.491,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.144,2.36402,23.3498,18.353,99.1201,109.566,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.202,1.79527,18.0593,14.4565,98.2331,111.361,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.21,3.44328,34.7238,27.8659,95.8142,114.805,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.148,4.34688,42.9895,33.8328,91.8485,119.151,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.136,2.59401,25.5563,20.0361,89.4378,121.745,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.338,2.26055,23.7056,19.7823,91.0165,94.4693,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.372,4.02246,42.6118,35.9217,94.2624,98.4917,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.118,3.84709,37.6841,29.3748,97.9284,102.339,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.976,4.00983,37.4894,27.8921,101.932,106.349,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.948,4.42334,40.9663,30.1922,106.297,110.772,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.008,3.96999,37.516,28.2121,110.228,114.742,1,,,,,,,,,,,,-0.08,,,,,
,,,,,404.13,810.19,312.12,3.158,3.91364,38.8278,30.6546,113.739,118.656,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.432,4.95589,53.4341,45.8464,118.686,123.612,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.826,6.62162,79.5902,76.128,125.069,130.233,1,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,4.024,3.31857,41.9526,42.2043,128.276,133.552,1,,,,,,,,,,,,-0.04,,,,,
,,,,,404.13,810.19,312.12,4.154,1.67251,21.8266,22.6669,129.739,135.224,2,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,4.41,3.3415,46.2945,51.0397,132.676,138.566,2,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,3.904,4.63025,56.789,55.426,137.104,143.196,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.532,1.67,18.5305,16.3624,137.69,144.866,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.16,1.65523,16.4322,12.9815,138.282,146.521,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.582,2.94817,23.9143,15.4367,139.153,149.469,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.334,2.80687,20.5813,12.0092,139.326,152.276,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.478,3.19191,24.8486,15.3937,140.418,155.468,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.978,4.63253,43.3404,32.2669,143.958,160.101,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.394,4.94031,52.6764,44.6959,148.202,165.041,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.496,3.80112,41.7477,36.4875,151.448,168.842,3,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.5,3.3486,36.8197,32.2173,154.386,172.191,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.532,3.71361,41.2066,36.3854,157.689,175.904,3,,,,,,,,,,,,0.04,,,,,
,,,,,404.13,810.19,312.12,3.382,4.22244,44.8629,37.9315,161.526,180.127,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.092,4.39878,42.7289,33.0295,165.308,184.526,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.904,4.36064,39.7829,28.8824,167.938,188.886,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.696,3.4644,29.3426,19.7769,170.218,192.351,3,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,2.498,3.55985,27.9366,17.4464,173.289,195.91,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.318,4.49896,32.7623,18.9858,177.447,200.409,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.2,2.48135,17.1499,9.43242,179.859,202.891,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.63,2.09153,23.8518,21.6455,139.17,145.287,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.08,4.17115,40.3605,31.0776,143.291,149.459,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.886,3.66647,33.2425,23.9845,146.781,153.125,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.046,3.61305,34.5743,26.3283,149.672,156.738,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.404,4.66959,49.9365,42.496,153.966,161.408,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.958,6.01569,74.8016,74.0162,159.672,167.423,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,4.142,5.02419,65.3772,67.6981,164.535,172.448,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.954,4.52691,56.2326,55.5859,168.577,176.975,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.766,4.51337,53.3987,50.2749,172.63,181.488,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.58,4.52364,50.8769,45.5348,176.717,186.012,3,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.488,6.00795,65.8344,57.4076,181.352,192.019,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.494,8.02619,88.1013,76.9565,186.683,200.046,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.362,6.13959,64.8466,54.5036,190.699,206.185,3,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.09,4.33406,42.073,32.5014,193.303,210.519,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.812,6.44383,56.9258,40.0188,197.475,216.963,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.7,7.17063,60.8234,41.0558,202.402,224.134,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.532,6.00077,47.7332,30.2151,207.001,230.135,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.132,6.50478,43.5682,23.2219,212.162,236.639,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,1.932,3.25301,19.7444,9.53652,214.767,239.892,3,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.968,3.58969,44.7485,44.3906,129.17,137.141,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.844,5.25758,63.4921,61.0159,130.46,142.399,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.712,3.39149,39.5502,36.7026,131.145,145.79,2,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,6.442,22.0467,446.184,718.58,22.0467,22.0467,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,5.988,1.71595,32.2803,48.3236,23.6982,23.7627,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,5.08,3.43501,54.8203,69.6218,27.0258,27.1977,0,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,4.172,3.44491,45.1515,47.093,30.3873,30.6426,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.388,4.03689,42.9675,36.3935,34.3809,34.6795,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.864,4.19749,37.767,27.0412,38.3867,38.877,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.678,3.5521,29.8845,20.0076,41.5419,42.429,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.85,3.61737,32.3883,23.0767,45.1286,46.0464,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.118,4.78813,46.9021,36.5602,49.88,50.8346,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.256,5.00883,51.2355,41.7057,54.86,55.8434,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.26,3.8665,39.5991,32.2733,58.655,59.7099,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.244,3.10058,31.599,25.6268,61.4354,62.8105,0,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,3.314,3.04084,31.6589,26.2294,64.0161,65.8513,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.294,3.50161,36.2361,29.8404,67.286,69.3529,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.146,4.66306,46.0871,36.2475,71.9013,74.016,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.156,4.74132,47.0095,37.0905,76.6029,78.7573,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.356,3.93195,41.4552,34.7809,80.5232,82.6892,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.504,3.76869,41.4862,36.3419,84.2396,86.4579,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.492,4.07712,44.7278,39.0474,88.1986,90.535,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.348,4.11615,43.2939,36.237,92.2784,94.6512,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.194,4.54842,45.6399,36.4435,96.6855,99.1996,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.092,4.9764,48.3398,37.3667,101.64,104.176,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.004,4.82919,45.5748,34.2266,106.41,109.005,0,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,3.022,4.8038,45.6068,34.4559,111.178,113.809,0,,,,,,,,,,,,-0.04,,,,,
,,,,,404.13,810.19,312.12,3.092,5.85471,56.8715,43.9617,116.865,119.664,0,,,,,,,,,,,,-0.04,,,,,
,,,,,404.13,810.19,312.12,3.062,5.13701,49.4158,37.8278,121.939,124.801,0,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,3.042,3.75554,35.8907,27.2949,125.672,128.556,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.122,4.29245,42.1005,32.8595,129.872,132.849,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.252,4.43451,45.305,36.833,134.256,137.283,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.262,4.0459,41.4619,33.8122,138.134,141.329,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.316,3.84511,40.0566,33.2069,141.92,145.174,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.258,3.42538,35.0598,28.5562,144.809,148.6,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.204,3.79066,38.1555,30.5626,148.566,152.39,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.264,5.8118,59.5951,48.6296,153.748,158.202,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.266,5.3067,54.4491,44.4577,158.989,163.509,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.3,6.29871,65.3003,53.8727,165.153,169.807,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.3,7.00164,72.5877,59.8849,171.581,176.809,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.344,5.36852,56.3989,47.1495,176.947,182.178,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.36,5.29519,55.8947,46.9515,182.008,187.473,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.262,5.36317,54.9611,44.8208,187.324,192.836,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.182,4.45363,44.5209,35.4164,191.717,197.29,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.36,4.57825,48.3269,40.5946,196.049,201.868,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.452,4.38115,47.5126,41.0034,200.398,206.249,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.3,3.75566,38.9359,32.1221,203.932,210.005,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.168,3.74329,37.2553,29.5062,207.463,213.748,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.058,3.77501,36.2665,27.7257,211.011,217.523,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.8,3.57939,31.4859,22.0401,214.57,221.102,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.644,4.80886,39.9441,26.4031,219.322,225.911,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.784,5.08366,44.4627,30.946,224.34,230.995,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,2.934,4.97731,45.878,33.6515,229.236,235.972,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.032,4.16171,39.6415,30.0483,233.336,240.134,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.118,3.05792,29.9539,23.349,235.85,243.192,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.19,3.04797,30.5457,24.3602,238.863,246.24,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.248,3.64257,37.1684,30.1807,242.388,249.882,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.184,4.71858,47.1992,37.5705,246.88,254.601,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.246,5.26356,53.6758,43.5579,252.094,259.865,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.438,4.59911,49.674,42.6948,256.507,264.464,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.512,3.93169,43.3794,38.0871,260.372,268.395,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.64,4.49338,51.3836,46.7591,264.637,272.889,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.818,5.58432,66.9817,63.934,269.335,278.473,0,,,,,,,,,,,,0.03,,,,,
,,,,,404.13,810.19,312.12,3.734,5.15429,60.4635,56.4426,273.88,283.627,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.384,4.77274,50.7397,42.9258,278.277,288.4,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.28,3.52075,36.2793,29.749,281.792,291.921,0,,,,,,,,,,,,-0.02,,,,,
,,,,,404.13,810.19,312.12,3.42,3.19332,34.3098,29.3349,284.414,295.114,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.466,3.27507,35.6615,30.9007,287.387,298.389,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.42,3.48675,37.4625,32.0304,290.716,301.876,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.384,3.34186,35.5278,30.0565,293.912,305.218,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.36,3.17456,33.5098,28.1482,296.957,308.392,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.266,4.30509,44.1721,36.0665,301.15,312.697,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.088,3.61433,35.0635,27.069,304.655,316.312,0,,,,,,,,,,,,-0.01,,,,,
,,,,,404.13,810.19,312.12,3.108,3.39055,33.1055,25.723,307.907,319.702,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.224,4.66975,47.2976,38.1218,312.421,324.372,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.318,3.85214,40.154,33.3077,316.23,328.224,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.532,4.72897,52.4732,46.3338,320.951,332.953,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.664,4.80487,55.3079,50.662,325.736,337.758,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.694,3.60096,41.7893,38.5924,329.273,341.359,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.65,3.73612,42.8414,39.0928,332.842,345.095,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.466,3.65199,39.7656,34.4569,336.226,348.747,0,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,3.568,3.91594,43.8946,39.154,340.114,352.663,0,,,,,,,,,,,,0.02,,,,,
,,,,,404.13,810.19,312.12,3.628,4.81998,54.9367,49.8276,344.739,357.483,0,,,,,,,,,,,,0.01,,,,,
,,,,,404.13,810.19,312.12,3.486,4.22929,46.3175,40.3657,348.756,361.712,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.528,3.46468,38.4009,33.8696,352.19,365.177,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.51,3.67865,40.5645,35.5953,355.846,368.856,0,,,,,,,,,,,,0,,,,,
,,,,,404.13,810.19,312.12,3.432,3.94429,42.5271,36.4882,359.734,372.8,0,,,,,,,,,,,,0,,,,,
